symbol,settlement_date,short_shares,previous_short_shares,avg_daily_volume,days_to_cover,change_percent
KELYA,2026-01-30,748719,692823,350594,2.14,8.07
KELYA,2026-01-15,692823,603938,482198,1.44,14.72
KELYA,2025-12-31,603938,631316,454265,1.33,-4.34
KELYA,2025-11-28,800682,846192,529311,1.51,-5.38
KELYA,2025-12-15,631316,800682,641941,1,-21.15
KELYA,2025-11-14,846192,591833,617293,1.37,42.98
KELYA,2025-10-31,591833,587998,225341,2.63,0.65
KELYA,2025-10-15,587998,669014,277612,2.12,-12.11
KELYA,2022-03-31,717574,684025,315274,2.28,4.9
KELYA,2025-09-30,669014,577610,373521,1.79,15.82
KELYA,2022-05-31,788494,684157,166094,4.75,15.25
KELYA,2022-04-14,703637,717574,152261,4.62,-1.94
KELYA,2022-11-15,658241,791017,194319,3.39,-16.79
KELYA,2022-08-15,977736,1018808,195991,4.99,-4.03
KELYA,2022-09-15,712393,709491,173803,4.1,0.41
KELYA,2022-08-31,709491,977736,200683,3.54,-27.44
KELYA,2022-10-14,828496,801011,123950,6.68,3.43
KELYA,2022-06-15,937829,788494,151114,6.21,18.94
KELYA,2022-03-15,684025,547573,175217,3.9,24.92
KELYA,2022-09-30,801011,712393,171074,4.68,12.44
KELYA,2022-04-29,655413,703637,187715,3.49,-6.85
KELYA,2022-07-15,990829,935751,104282,9.5,5.89
KELYA,2022-06-30,935751,937829,284725,3.29,-0.22
KELYA,2022-05-13,684157,655413,132611,5.16,4.39
KELYA,2022-10-31,791017,828496,137128,5.77,-4.52
KELYA,2022-02-28,547573,422825,184832,2.96,29.5
KELYA,2025-09-15,577610,569479,292455,1.98,1.43
KELYA,2025-08-15,500766,426364,394091,1.27,17.45
KELYA,2022-02-15,422825,382916,224245,1.89,10.42
KELYA,2025-08-29,569479,500766,281964,2.02,13.72
KELYA,2025-07-15,453929,356017,261735,1.73,27.5
KELYA,2022-07-29,1018808,990829,151791,6.71,2.82
KELYA,2025-07-31,426364,453929,301533,1.41,-6.07
KELYA,2022-01-31,382916,339501,125949,3.04,12.79
KELYA,2022-11-30,744326,658241,115538,6.44,13.08
KELYA,2025-06-30,356017,320614,306391,1.16,11.04
KELYA,2022-01-14,339501,356483,133598,2.54,-4.76
KELYA,2025-06-13,320614,485712,220140,1.46,-33.99
KELYA,2021-11-30,339846,371451,161405,2.11,-8.51
KELYA,2022-12-15,812596,744326,234429,3.47,9.17
KELYA,2021-11-15,371451,496141,188354,1.97,-25.13
KELYA,2025-05-30,485712,647853,291352,1.67,-25.03
KELYA,2025-05-15,647853,818358,285376,2.27,-20.84
KELYA,2025-04-30,818358,746595,247592,3.31,9.61
KELYA,2025-04-15,746595,670614,300184,2.49,11.33
KELYA,2021-12-31,356483,383762,188782,1.89,-7.11
KELYA,2021-12-15,383762,339846,157071,2.44,12.92
KELYA,2025-03-31,670614,666373,329797,2.03,0.64
KELYA,2021-06-15,542254,660158,115716,4.69,-17.86
KELYA,2025-03-14,666373,776207,268442,2.48,-14.15
KELYA,2021-10-29,496141,499859,84873,5.85,-0.74
KELYA,2023-01-31,1030188,1134640,113868,9.05,-9.21
KELYA,2022-12-30,1257185,812596,280758,4.48,54.71
KELYA,2021-07-15,497474,540829,115605,4.3,-8.02
KELYA,2021-07-30,457089,497474,98403,4.65,-8.12
KELYA,2021-10-15,499859,516840,92028,5.43,-3.29
KELYA,2021-06-30,540829,542254,180619,2.99,-0.26
KELYA,2021-05-28,660604,651386,123384,5.35,1.42
KELYA,2023-01-13,1134640,1257185,142072,7.99,-9.75
KELYA,2021-08-31,400764,449734,152083,2.64,-10.89
KELYA,2021-09-30,516840,504773,167908,3.08,2.39
KELYA,2021-08-13,449734,457089,138014,3.26,-1.61
KELYA,2025-02-14,692696,635207,309061,2.24,9.05
KELYA,2025-02-28,776207,692696,404445,1.92,12.06
KELYA,2023-02-15,1041785,1030188,125997,8.27,1.13
KELYA,2021-09-15,504773,400764,156627,3.22,25.95
KELYA,2021-05-14,651386,609055,151504,4.3,6.95
KELYA,2025-01-31,635207,573704,287258,2.21,10.72
KELYA,2023-02-28,1159492,1041759,235234,4.93,11.3
KELYA,2023-03-31,816761,1061143,197608,4.13,-23.03
KELYA,2023-03-15,1061143,1159492,187659,5.65,-8.48
KELYA,2024-11-29,1410814,1034548,373127,3.78,36.37
KELYA,2023-04-14,740315,816761,151375,4.89,-9.36
KELYA,2025-01-15,573704,542263,375618,1.53,5.8
KELYA,2021-04-30,609055,399468,125797,4.84,52.47
KELYA,2024-12-13,1710443,1410814,574268,2.98,21.24
KELYA,2023-04-28,741312,740315,114664,6.47,0.13
KELYA,2021-04-15,399468,366890,147209,2.71,8.88
KELYA,2023-05-15,831043,741312,136056,6.11,12.1
KELYA,2024-12-31,542263,1710443,1735262,1,-68.3
KELYA,2024-10-15,768990,764577,146603,5.25,0.58
KELYA,2024-11-15,1034548,719275,323192,3.2,43.83
KELYA,2023-05-31,860102,831043,136114,6.32,3.5
KELYA,2024-09-30,764577,661032,279219,2.74,15.66
KELYA,2021-03-31,366890,665940,350899,1.05,-44.91
KELYA,2024-10-31,719275,768990,144525,4.98,-6.46
KELYA,2023-06-15,830896,860102,179863,4.62,-3.4
KELYA,2021-03-15,665940,536892,229358,2.9,24.04
KELYA,2024-07-15,739633,638868,200066,3.7,15.77
KELYA,2024-09-13,661032,660154,167459,3.95,0.13
KELYA,2024-08-15,721616,665760,235771,3.06,8.39
KELYA,2024-07-31,665760,739633,225920,2.95,-9.99
KELYA,2024-08-30,660154,721616,169478,3.9,-8.52
KELYA,2021-02-26,536892,528026,219217,2.45,1.68
KELYA,2024-05-31,836418,787961,283499,2.95,6.15
KELYA,2024-05-15,787961,762334,287165,2.74,3.36
KELYA,2024-04-30,762334,772301,166030,4.59,-1.29
KELYA,2023-06-30,475544,830896,453326,1.05,-42.77
KELYA,2024-04-15,772301,762878,149709,5.16,1.24
KELYA,2024-06-14,737616,836418,156898,4.7,-11.81
KELYA,2023-07-31,488761,614498,145786,3.35,-20.46
KELYA,2024-06-28,638868,737616,374589,1.71,-13.39
KELYA,2024-03-15,594761,415093,416178,1.43,43.28
KELYA,2024-03-28,762878,594761,208578,3.66,28.27
KELYA,2023-10-13,563693,573536,109878,5.13,-1.72
KELYA,2023-08-15,489662,488761,137800,3.55,0.18
KELYA,2021-02-12,528026,719939,106043,4.98,-26.66
KELYA,2023-08-31,532490,489662,114804,4.64,8.75
KELYA,2024-02-15,378172,486712,192178,1.97,-22.3
KELYA,2023-07-14,614498,475544,142637,4.31,29.22
KELYA,2023-10-31,602730,563693,119737,5.03,6.93
KELYA,2023-09-15,771254,532490,320376,2.41,44.84
KELYA,2024-02-29,415093,378172,271207,1.53,9.76
KELYA,2024-01-31,486712,463425,192713,2.53,5.02
KELYA,2023-12-15,960905,625332,399445,2.41,53.66
KELYA,2023-12-29,512997,960905,135013,3.8,-46.61
KELYA,2024-01-12,463425,512997,183109,2.53,-9.66
KELYA,2023-11-15,513576,602730,172517,2.98,-14.79
KELYA,2023-09-29,573536,771254,137785,4.16,-25.64
KELYA,2023-11-30,625332,513576,155470,4.02,21.76
KELYA,2021-01-29,719939,795429,119266,6.04,-9.49
KELYA,2021-01-15,795429,759262,125301,6.35,4.76
KELYA,2020-12-31,759262,808621,132924,5.71,-6.1
KELYA,2020-12-15,808621,746973,125962,6.42,8.25
KELYA,2020-11-30,746973,702796,111332,6.71,6.29
KELYA,2020-11-13,702796,787350,164436,4.27,-10.74
KELYA,2020-10-15,764198,717923,109180,7,6.45
KELYA,2020-10-30,787350,764198,120728,6.52,3.03
KELYA,2020-09-30,717923,813780,153247,4.68,-11.78
KELYA,2020-09-15,813780,764594,108314,7.51,6.43
KELYA,2020-08-31,764594,698481,128411,5.95,9.47
KELYA,2020-08-14,698481,794755,148315,4.71,-12.11
KELYA,2020-07-31,794755,788707,115721,6.87,0.77
KELYA,2020-07-15,788707,853936,137418,5.74,-7.64
KELYA,2020-06-30,853936,731876,207217,4.12,16.68
KELYA,2020-06-15,731876,897294,173215,4.23,-18.44
KELYA,2020-05-29,897294,922731,214475,4.18,-2.76
KELYA,2020-05-15,922731,839557,247007,3.74,9.91
KELYA,2020-04-15,902095,807661,216659,4.16,11.69
KELYA,2020-04-30,787989,902095,196388,4.01,-12.65
KELYA,2020-03-31,807661,1114514,348965,2.31,-27.53
KELYA,2020-03-13,1114514,1007361,231937,4.81,10.64
KELYA,2020-02-14,863981,1025936,219178,3.94,-15.79
KELYA,2020-02-28,1007361,863981,419741,2.4,16.6
KELYA,2020-01-31,1025936,1000696,155627,6.59,2.52
KELYA,2019-11-29,736726,615476,127323,5.79,19.7
KELYA,2019-08-30,528963,431517,230401,2.3,22.58
KELYA,2020-01-15,1000696,996299,111485,8.98,0.44
KELYA,2019-08-15,431517,534536,201733,2.14,-19.27
KELYA,2019-07-15,492680,516785,115576,4.26,-4.66
KELYA,2019-12-31,996299,859259,147390,6.76,15.95
KELYA,2019-10-31,521315,569016,101066,5.16,-8.38
KELYA,2019-09-13,533638,528963,172389,3.1,0.88
KELYA,2019-07-31,534536,492680,138179,3.87,8.5
KELYA,2019-12-13,859259,736726,124569,6.9,16.63
KELYA,2019-10-15,569016,590842,166008,3.43,-3.69
KELYA,2019-06-28,516785,425666,174994,2.95,21.41
KELYA,2019-11-15,615476,521315,176412,3.49,18.06
KELYA,2019-09-30,590842,533638,164511,3.59,10.72
KELYA,2019-06-14,425666,480828,190133,2.24,-11.47
KELYA,2019-05-15,406209,384077,174571,2.33,5.76
KELYA,2019-05-31,480828,406209,121797,3.95,18.37
KELYA,2019-04-30,384077,446357,95846,4.01,-13.95
KELYA,2019-04-15,446357,443515,90865,4.91,0.64
KELYA,2018-10-15,492489,443761,163884,3.01,10.98
KELYA,2019-03-15,443676,470191,125733,3.53,-5.64
KELYA,2019-02-15,428652,422070,109283,3.92,1.56
KELYA,2018-09-28,443761,428793,132253,3.36,3.49
KELYA,2019-02-28,470191,428652,99689,4.72,9.69
KELYA,2019-03-29,443515,443676,122118,3.63,-0.04
KELYA,2018-10-31,506104,492489,119119,4.25,2.76
KELYA,2019-01-15,427170,442020,85809,4.98,-3.36
KELYA,2019-01-31,422070,427170,114921,3.67,-1.19
KELYA,2018-11-15,431999,506104,110862,3.9,-14.64
KELYA,2018-07-31,460803,513211,104414,4.41,-10.21
KELYA,2018-09-14,428793,445629,122306,3.51,-3.78
KELYA,2018-08-31,445629,513365,134531,3.31,-13.19
KELYA,2018-08-15,513365,460803,130657,3.93,11.41
KELYA,2018-12-14,446603,484334,160726,2.78,-7.79
KELYA,2018-07-13,513211,558170,130728,3.93,-8.05
KELYA,2018-11-30,484334,431999,94739,5.11,12.11
KELYA,2018-12-31,442020,446603,162145,2.73,-1.03
KELYA,2018-02-28,497988,614469,154570,3.22,-18.96
KELYA,2018-01-31,622973,506628,142025,4.39,22.96
KELYA,2018-01-12,506628,517835,130952,3.87,-2.16
KELYA,2018-06-29,559132,585271,174065,3.21,-4.47
KELYA,2018-06-15,585271,608941,212150,2.76,-3.89
KELYA,2018-02-15,614469,622973,210692,2.92,-1.37
KELYA,2018-05-15,662454,689667,317621,2.09,-3.95
KELYA,2018-05-31,608941,662454,351742,1.73,-8.08
KELYA,2017-12-29,517835,708341,103799,4.99,-26.89
KELYA,2018-03-15,537444,497988,161334,3.33,7.92
KELYA,2018-04-30,689667,584776,129777,5.31,17.94
KELYA,2018-03-29,623845,537444,167266,3.73,16.08
KELYA,2018-04-13,584776,623845,160228,3.65,-6.26
HIMX,2026-07-15,6212212,5692908,2231645,2.78,9.12
HIMX,2026-06-30,5692908,6340765,2644119,2.15,-10.22
HIMX,2026-06-15,6340765,5814368,4961346,1.28,9.05
HIMX,2026-05-29,5814368,5308821,4401036,1.32,9.52
HIMX,2026-05-15,5308821,7258565,8088678,1,-26.86
HIMX,2026-04-30,7258565,7177323,3068551,2.37,1.13
HIMX,2026-04-15,7177323,5988934,2207873,3.25,19.84
HIMX,2026-03-31,5988934,5265616,3213610,1.86,13.74
HIMX,2026-03-13,5265616,3092747,6354628,1,70.26
HIMX,2026-02-27,3092747,3318236,875823,3.53,-6.8
HIMX,2026-02-13,3318236,3627917,1263372,2.63,-8.54
HIMX,2026-01-30,3627917,3825753,998134,3.63,-5.17
HIMX,2026-01-15,3825753,3815127,984504,3.89,0.28
HIMX,2025-12-31,3815127,4070746,680335,5.61,-6.28
HIMX,2025-11-28,3744736,3468857,955963,3.92,7.95
HIMX,2025-12-15,4070746,3744736,1386783,2.94,8.71
HIMX,2025-11-14,3468857,3514926,1243782,2.79,-1.31
HIMX,2025-10-31,3514926,3836178,813268,4.32,-8.37
HIMX,2025-10-15,3836178,4722503,1183439,3.24,-18.77
HIMX,2022-03-31,22492897,23283958,2895280,7.77,-3.4
HIMX,2025-09-30,4722503,5819602,1049805,4.5,-18.85
HIMX,2022-05-31,21347034,23682703,2533797,8.42,-9.86
HIMX,2022-04-14,22747329,22492897,2885032,7.88,1.13
HIMX,2022-11-15,9998633,9863530,1418438,7.05,1.37
HIMX,2022-08-15,15433714,18297342,2420265,6.38,-15.65
HIMX,2022-09-15,14529587,14290161,1605610,9.05,1.68
HIMX,2022-08-31,14290161,15433714,1524007,9.38,-7.41
HIMX,2022-10-14,11575863,14317699,1685347,6.87,-19.15
HIMX,2022-06-15,21406436,21347034,2151837,9.95,0.28
HIMX,2022-03-15,23283958,24961566,3096244,7.52,-6.72
HIMX,2022-09-30,14317699,14529587,1492136,9.6,-1.46
HIMX,2022-04-29,22644998,22747329,2266302,9.99,-0.45
HIMX,2022-07-15,19150513,21644014,3518198,5.44,-11.52
HIMX,2022-06-30,21644014,21406436,3472651,6.23,1.11
HIMX,2022-05-13,23682703,22644998,2998932,7.9,4.58
HIMX,2022-10-31,9863530,11575863,1458080,6.76,-14.79
HIMX,2022-02-28,24961566,25630832,4787468,5.21,-2.61
HIMX,2025-09-15,5819602,5930158,717182,8.11,-1.86
HIMX,2025-08-15,5727282,5987939,1351917,4.24,-4.35
HIMX,2022-02-15,25630832,25015756,3085774,8.31,2.46
HIMX,2025-08-29,5930158,5727282,1443708,4.11,3.54
HIMX,2025-07-15,6393735,6042334,1098648,5.82,5.82
HIMX,2022-07-29,18297342,19150513,1749036,10.46,-4.46
HIMX,2025-07-31,5987939,6393735,876756,6.83,-6.35
HIMX,2022-01-31,25015756,22715209,4256469,5.88,10.13
HIMX,2022-11-30,10269727,9998633,948885,10.82,2.71
HIMX,2025-06-30,6042334,6588157,1593717,3.79,-8.28
HIMX,2022-01-14,22715209,22162935,5972048,3.8,2.49
HIMX,2025-06-13,6588157,6668769,1138245,5.79,-1.21
HIMX,2021-11-30,23593188,24567504,2424222,9.73,-3.97
HIMX,2022-12-15,9607795,10269727,834635,11.51,-6.45
HIMX,2021-11-15,24567504,25921344,4432273,5.54,-5.22
HIMX,2025-05-30,6668769,6465514,1093245,6.1,3.14
HIMX,2025-05-15,6465514,6701766,1466030,4.41,-3.53
HIMX,2025-04-30,6701766,6715888,938003,7.14,-0.21
HIMX,2025-04-15,6715888,7625614,1868925,3.59,-11.93
HIMX,2021-12-31,22162935,22180001,4878908,4.54,-0.08
HIMX,2021-12-15,22180001,23593188,3411312,6.5,-5.99
HIMX,2025-03-31,7625614,8699350,2328832,3.27,-12.34
HIMX,2021-06-15,12174566,12259339,4671402,2.61,-0.69
HIMX,2025-03-14,8699350,7962391,2750685,3.16,9.26
HIMX,2021-10-29,25921344,24652040,2410968,10.75,5.15
HIMX,2023-01-31,9345754,10442328,1117567,8.36,-10.5
HIMX,2022-12-30,9601135,9607795,964061,9.96,-0.07
HIMX,2021-07-15,12368903,12730851,3636321,3.4,-2.84
HIMX,2021-07-30,13215245,12368903,3242217,4.08,6.84
HIMX,2021-10-15,24652040,23690493,2260489,10.91,4.06
HIMX,2021-06-30,12730851,12174566,4531881,2.81,4.57
HIMX,2021-05-28,12259894,5757986,4837008,2.53,112.92
HIMX,2023-01-13,10442328,9601135,1196604,8.73,8.76
HIMX,2021-08-31,17700915,18023600,3835358,4.62,-1.79
HIMX,2021-09-30,23690493,23448543,3041476,7.79,1.03
HIMX,2021-08-13,18023600,13215245,4617821,3.9,36.38
HIMX,2025-02-14,7810647,6963511,4702069,1.66,12.17
HIMX,2025-02-28,7962391,7810647,3608344,2.21,1.94
HIMX,2023-02-15,8630655,9345754,1305665,6.61,-7.65
HIMX,2021-09-15,23448543,17700915,3703277,6.33,32.47
HIMX,2021-05-14,5757986,3378880,4677586,1.23,70.41
HIMX,2025-01-31,6963511,5496699,7787660,1,26.69
HIMX,2023-02-28,7875299,8630655,644694,12.22,-8.75
HIMX,2023-03-31,7975130,8648245,789081,10.11,-7.78
HIMX,2023-03-15,8648245,7875299,914273,9.46,9.81
HIMX,2024-11-29,6426273,6415448,648219,9.91,0.17
HIMX,2023-04-14,7986470,7975130,763302,10.46,0.14
HIMX,2025-01-15,5496699,5761328,1920775,2.86,-4.59
HIMX,2021-04-30,3378880,3602059,2325818,1.45,-6.2
HIMX,2024-12-13,6562926,6426273,3743710,1.75,2.13
HIMX,2023-04-28,8320401,7986470,683586,12.17,4.18
HIMX,2021-04-15,3602059,2949667,4286394,1,22.12
HIMX,2023-05-15,8115952,8320401,751915,10.79,-2.46
HIMX,2024-12-31,5761328,6562926,1842297,3.13,-12.21
HIMX,2024-10-15,6176751,6245801,780210,7.92,-1.11
HIMX,2024-11-15,6415448,6420145,748764,8.57,-0.07
HIMX,2023-05-31,7964618,8115953,818374,9.73,-1.86
HIMX,2024-09-30,6245801,6337193,676256,9.24,-1.44
HIMX,2021-03-31,2949667,2462062,3433300,1,19.8
HIMX,2024-10-31,6420145,6176751,744530,8.62,3.94
HIMX,2023-06-15,7836210,7964618,929845,8.43,-1.61
HIMX,2021-03-15,2462062,2261418,2929322,1,8.87
HIMX,2024-07-15,6499674,6343643,871574,7.46,2.46
HIMX,2024-09-13,6337193,6403544,584809,10.84,-1.04
HIMX,2024-08-15,6166440,6283398,946813,6.51,-1.86
HIMX,2024-07-31,6283398,6499674,774807,8.11,-3.33
HIMX,2024-08-30,6403544,6166440,563853,11.36,3.85
HIMX,2021-02-26,2261418,2368888,3521304,1,-4.54
HIMX,2024-05-31,6221083,6385131,645104,9.64,-2.57
HIMX,2024-05-15,6385131,6437239,783023,8.15,-0.81
HIMX,2024-04-30,6437239,6283276,495773,12.98,2.45
HIMX,2023-06-30,7620646,7836210,926126,8.23,-2.75
HIMX,2024-04-15,6283276,6261960,594670,10.57,0.34
HIMX,2024-06-14,6205192,6221083,750902,8.26,-0.26
HIMX,2023-07-31,7011965,7599544,848300,8.27,-7.73
HIMX,2024-06-28,6343643,6205192,2017911,3.14,2.23
HIMX,2024-03-15,6109340,6161977,962341,6.35,-0.85
HIMX,2024-03-28,6261960,6109340,580509,10.79,2.5
HIMX,2023-10-13,6789916,6451396,542079,12.53,5.25
HIMX,2023-08-15,7103858,7011965,1194724,5.95,1.31
HIMX,2021-02-12,2368888,2288350,6918158,1,3.52
HIMX,2023-08-31,6742807,7103858,666488,10.12,-5.08
HIMX,2024-02-15,6905448,7316408,862187,8.01,-5.62
HIMX,2023-07-14,7599544,7620646,1152312,6.6,-0.28
HIMX,2023-10-31,7095920,6789916,519072,13.67,4.51
HIMX,2023-09-15,6846946,6742807,739977,9.25,1.54
HIMX,2024-02-29,6161977,6905448,841166,7.33,-10.77
HIMX,2024-01-31,7316408,7197599,654558,11.18,1.65
HIMX,2023-12-15,7134598,7020060,1083221,6.59,1.63
HIMX,2023-12-29,7133617,7134598,783318,9.11,-0.01
HIMX,2024-01-12,7197599,7133617,648709,11.1,0.9
HIMX,2023-11-15,7214569,7095920,724596,9.96,1.67
HIMX,2023-09-29,6451396,6846946,655629,9.84,-5.78
HIMX,2023-11-30,7020060,7214569,561173,12.51,-2.7
HIMX,2021-01-29,2288350,3143097,2958845,1,-27.19
HIMX,2021-01-15,3143097,2973786,2490841,1.26,5.69
HIMX,2020-12-31,2973786,3005620,2518082,1.18,-1.06
HIMX,2020-12-15,3005620,3657211,1929821,1.56,-17.82
HIMX,2020-11-30,3657211,3158170,2552608,1.43,15.8
HIMX,2020-11-13,3158170,3212194,776842,4.07,-1.68
HIMX,2020-10-15,2913383,3430929,759883,3.83,-15.08
HIMX,2020-10-30,3212194,2913383,507962,6.32,10.26
HIMX,2020-09-30,3430929,3391820,517119,6.63,1.15
HIMX,2020-09-15,3391820,3466262,611071,5.55,-2.15
HIMX,2020-08-31,3466262,3417090,627203,5.53,1.44
HIMX,2020-08-14,3417090,3737560,1384765,2.47,-8.57
HIMX,2020-07-31,3737560,3927185,837566,4.46,-4.83
HIMX,2020-07-15,3927185,3003374,1806637,2.17,30.76
HIMX,2020-06-30,3003374,2900379,598773,5.02,3.55
HIMX,2020-06-15,2900379,2978752,1210843,2.4,-2.63
HIMX,2020-05-29,2978752,3542642,828345,3.6,-15.92
HIMX,2020-05-15,3542642,2855842,1531040,2.31,24.05
HIMX,2020-04-15,2931042,3310708,986277,2.97,-11.47
HIMX,2020-04-30,2692153,2931042,969951,2.78,-8.15
HIMX,2020-03-31,3310708,3426118,1889457,1.75,-3.37
HIMX,2020-03-13,3426118,3031539,1274889,2.69,13.02
HIMX,2020-02-14,3953571,4265373,2285982,1.73,-7.31
HIMX,2020-02-28,3031539,3953571,2081796,1.46,-23.32
HIMX,2020-01-31,4265373,4739200,1246849,3.42,-10
HIMX,2019-11-29,7862745,7958400,1196587,6.57,-1.2
HIMX,2019-08-30,7835140,9948403,1172981,6.68,-21.24
HIMX,2020-01-15,4739200,6584037,2567448,1.85,-28.02
HIMX,2019-08-15,9948403,11745426,1727033,5.76,-15.3
HIMX,2019-07-15,12612173,11331825,1259852,10.01,11.3
HIMX,2019-12-31,6584037,7488437,722908,9.11,-12.08
HIMX,2019-10-31,6640614,7541783,495650,13.4,-11.95
HIMX,2019-09-13,7951136,7835140,1804796,4.41,1.48
HIMX,2019-07-31,11745426,12612173,1008948,11.64,-6.87
HIMX,2019-12-13,7488437,7862745,685876,10.92,-4.76
HIMX,2019-10-15,7541783,7978901,651151,11.58,-5.48
HIMX,2019-06-28,11331825,12459663,856133,13.24,-9.05
HIMX,2019-11-15,7958400,6640614,1416237,5.62,19.84
HIMX,2019-09-30,7978901,7951136,675735,11.81,0.35
HIMX,2019-06-14,12459663,13135145,852603,14.61,-5.14
HIMX,2019-05-15,13757410,15503835,1401868,9.81,-11.26
HIMX,2019-05-31,13135145,13757410,1791924,7.33,-4.52
HIMX,2019-04-30,15503835,15243148,1062081,14.6,1.71
HIMX,2019-04-15,15243148,17411542,1080037,14.11,-12.45
HIMX,2018-10-15,25647606,25993808,2579109,9.94,-1.33
HIMX,2019-03-15,18060109,18392934,1151523,15.68,-1.81
HIMX,2019-02-15,18235462,18419099,2089221,8.73,-1
HIMX,2018-09-28,25993808,24771951,1568474,16.57,4.93
HIMX,2019-02-28,18392934,18235462,2308266,7.97,0.86
HIMX,2019-03-29,17411542,18060109,1239257,14.05,-3.59
HIMX,2018-10-31,24596526,25647606,2025682,12.14,-4.1
HIMX,2019-01-15,18023246,18708140,2242319,8.04,-3.66
HIMX,2019-01-31,18419099,18023246,2053211,8.97,2.2
HIMX,2018-11-15,22267557,24596526,3709585,6,-9.47
HIMX,2018-07-31,22133972,22693877,1673747,13.22,-2.47
HIMX,2018-09-14,24771951,24616074,1176588,21.05,0.63
HIMX,2018-08-31,24616074,22667457,1621133,15.18,8.6
HIMX,2018-08-15,22667457,22133972,2376825,9.54,2.41
HIMX,2018-12-14,18718624,20645147,4338632,4.31,-9.33
HIMX,2018-07-13,22693877,24525792,1054140,21.53,-7.47
HIMX,2018-11-30,20645147,22267557,2323214,8.89,-7.29
HIMX,2018-12-31,18708140,18718624,2320411,8.06,-0.06
HIMX,2018-02-28,26389219,27822617,3454196,7.64,-5.15
HIMX,2018-01-31,25323706,22072003,6299097,4.02,14.73
HIMX,2018-01-12,22072003,25649541,3743824,5.9,-13.95
HIMX,2018-06-29,24525792,25635868,2045054,11.99,-4.33
HIMX,2018-06-15,25635868,23956743,3305483,7.76,7.01
HIMX,2018-02-15,27822617,25323706,4574313,6.08,9.87
HIMX,2018-05-15,23868564,25420821,2116821,11.28,-6.11
HIMX,2018-05-31,23956743,23868564,1917375,12.49,0.37
HIMX,2017-12-29,25649541,27873411,4334427,5.92,-7.98
HIMX,2018-03-15,29451006,26389219,3925777,7.5,11.6
HIMX,2018-04-30,25420821,25630033,2122739,11.98,-0.82
HIMX,2018-03-29,25502124,29451006,3548964,7.19,-13.41
HIMX,2018-04-13,25630033,25502124,3101963,8.26,0.5
GALT,2026-07-15,8494056,8972735,753508,11.27,-5.33
GALT,2026-06-30,8972735,7866406,1841200,4.87,14.06
GALT,2026-06-15,7866406,7663672,250817,31.36,2.65
GALT,2026-05-29,7663672,7359773,388753,19.71,4.13
GALT,2026-05-15,7359773,7388749,345559,21.3,-0.39
GALT,2026-04-30,7388749,7462075,299033,24.71,-0.98
GALT,2026-04-15,7462075,6801737,400423,18.64,9.71
GALT,2026-03-31,6801737,6567660,232219,29.29,3.56
GALT,2026-03-13,6567660,5169383,479761,13.69,27.05
GALT,2026-02-27,5169383,5093508,193806,26.67,1.49
GALT,2026-02-13,5093508,4797622,278705,18.28,6.17
GALT,2026-01-30,4797622,4749085,316060,15.18,1.02
GALT,2026-01-15,4749085,4902530,510379,9.31,-3.13
GALT,2025-12-31,4902530,5950487,890925,5.5,-17.61
GALT,2025-11-28,6816789,6757137,295373,23.08,0.88
GALT,2025-12-15,5950487,6816789,623168,9.55,-12.71
GALT,2025-11-14,6757137,6903772,435391,15.52,-2.12
GALT,2025-10-31,6903772,8385038,348046,19.84,-17.67
GALT,2025-10-15,8385038,8212706,278157,30.14,2.1
GALT,2022-03-31,2033548,1977362,104411,19.48,2.84
GALT,2025-09-30,8212706,8046606,231839,35.42,2.06
GALT,2022-05-31,2137388,2168616,64549,33.11,-1.44
GALT,2022-04-14,2234125,2033548,204573,10.92,9.86
GALT,2022-11-15,2034325,2056364,80225,25.36,-1.07
GALT,2022-08-15,2130962,2138637,87318,24.4,-0.36
GALT,2022-09-15,2072691,2103699,46203,44.86,-1.47
GALT,2022-08-31,2103699,2130962,51535,40.82,-1.28
GALT,2022-10-14,2137923,2069908,104602,20.44,3.29
GALT,2022-06-15,2222205,2137388,106338,20.9,3.97
GALT,2022-03-15,1977362,1852032,73341,26.96,6.77
GALT,2022-09-30,2069908,2072691,36865,56.15,-0.13
GALT,2022-04-29,2401928,2234125,108545,22.13,7.51
GALT,2022-07-15,2116692,2178048,80404,26.33,-2.82
GALT,2022-06-30,2178048,2222205,77572,28.08,-1.99
GALT,2022-05-13,2168616,2401928,119747,18.11,-9.71
GALT,2022-10-31,2056364,2137923,53836,38.2,-3.81
GALT,2022-02-28,1852032,1963330,67049,27.62,-5.67
GALT,2025-09-15,8046606,7990039,495296,16.25,0.71
GALT,2025-08-15,7963539,7708146,279416,28.5,3.31
GALT,2022-02-15,1963330,1976402,74727,26.27,-0.66
GALT,2025-08-29,7990039,7963539,197427,40.47,0.33
GALT,2025-07-15,7696871,7788885,367275,20.96,-1.18
GALT,2022-07-29,2138637,2116692,157110,13.61,1.04
GALT,2025-07-31,7708146,7696871,316532,24.35,0.15
GALT,2022-01-31,1976402,1982600,163767,12.07,-0.31
GALT,2022-11-30,2024460,2034325,46083,43.93,-0.48
GALT,2025-06-30,7788885,8954593,2647488,2.94,-13.02
GALT,2022-01-14,1982600,1896774,119524,16.59,4.52
GALT,2025-06-13,8954593,8901607,155109,57.73,0.6
GALT,2021-11-30,2248552,2290995,170995,13.15,-1.85
GALT,2022-12-15,2027767,2024460,75842,26.74,0.16
