symbol,settlement_date,short_shares,previous_short_shares,avg_daily_volume,days_to_cover,change_percent
GIGM,2019-12-31,3750,9443,10534,1,-60.29
GIGM,2019-10-31,10199,4950,5650,1.81,106.04
GIGM,2019-09-13,12054,7815,17885,1,54.24
GIGM,2019-07-31,13356,7888,7233,1.85,69.32
GIGM,2019-12-13,9443,11486,8539,1.11,-17.79
GIGM,2019-10-15,4950,11041,7937,1,-55.17
GIGM,2019-06-28,10581,837,12848,1,1164.16
GIGM,2019-11-15,10047,10199,10919,1,-1.49
GIGM,2019-09-30,11041,12054,6468,1.71,-8.4
GIGM,2019-06-14,837,546,13642,1,53.3
GIGM,2019-05-15,3107,1057,12592,1,193.95
GIGM,2019-05-31,546,3107,11706,1,-82.43
GIGM,2019-04-30,1057,4987,11004,1,-78.8
GIGM,2019-04-15,4987,3717,20956,1,34.17
GIGM,2018-10-15,2352,6846,12951,1,-65.64
GIGM,2019-03-15,5346,8450,2763,1.93,-36.73
GIGM,2019-02-15,7519,15050,6462,1.16,-50.04
GIGM,2018-09-28,6846,5126,9373,1,33.55
GIGM,2019-02-28,8450,7519,5183,1.63,12.38
GIGM,2019-03-29,3717,5346,25525,1,-30.47
GIGM,2018-10-31,17524,2352,17448,1,645.07
GIGM,2019-01-15,16511,23159,12505,1.32,-28.71
GIGM,2019-01-31,15050,16511,6375,2.36,-8.85
GIGM,2018-11-15,21386,17524,5938,3.6,22.04
GIGM,2018-07-31,5189,7357,12226,1,-29.47
GIGM,2018-09-14,5126,12802,16679,1,-59.96
GIGM,2018-08-31,12802,5274,26560,1,142.74
GIGM,2018-08-15,5274,5189,27889,1,1.64
GIGM,2018-12-14,20560,7508,10692,1.92,173.84
GIGM,2018-07-13,7357,15292,15221,1,-51.89
GIGM,2018-11-30,7508,21386,9500,1,-64.89
GIGM,2018-12-31,23159,20560,39596,1,12.64
GIGM,2018-02-28,7409,9530,23476,1,-22.26
GIGM,2018-01-31,28659,41507,88218,1,-30.95
GIGM,2018-01-12,41507,5658,333896,1,633.6
GIGM,2018-06-29,15292,14121,20495,1,8.29
GIGM,2018-06-15,14121,9298,39407,1,51.87
GIGM,2018-02-15,9530,28659,39266,1,-66.75
GIGM,2018-05-15,4505,10984,18763,1,-58.99
GIGM,2018-05-31,9298,4505,15399,1,106.39
GIGM,2017-12-29,5658,11491,42950,1,-50.76
GIGM,2018-03-15,5369,7409,28223,1,-27.53
GIGM,2018-04-30,10984,4249,14360,1,158.51
GIGM,2018-03-29,8561,5369,21934,1,59.45
GIGM,2018-04-13,4249,8561,29946,1,-50.37
CVBF,2026-07-15,8524410,8470354,1425995,5.98,0.64
CVBF,2026-06-30,8470354,7398943,2375790,3.57,14.48
CVBF,2026-06-15,7398943,7407809,1223919,6.05,-0.12
CVBF,2026-05-29,7407809,7214665,1501192,4.93,2.68
CVBF,2026-05-15,7214665,7333907,1494488,4.83,-1.63
CVBF,2026-04-30,7333907,10366653,3276568,2.24,-29.25
CVBF,2026-04-15,10366653,11687411,1299904,7.97,-11.3
CVBF,2026-03-31,11687411,8810665,1638974,7.13,32.65
CVBF,2026-03-13,8810665,7844749,1238791,7.11,12.31
CVBF,2026-02-27,7844749,7946932,1193513,6.57,-1.29
CVBF,2026-02-13,7946932,7716464,1234174,6.44,2.99
CVBF,2026-01-30,7716464,7531523,1563746,4.93,2.46
CVBF,2026-01-15,7531523,6092678,1370660,5.49,23.62
CVBF,2025-12-31,6092678,4305349,1971847,3.09,41.51
CVBF,2025-11-28,4030860,3733567,998427,4.04,7.96
CVBF,2025-12-15,4305349,4030860,843979,5.1,6.81
CVBF,2025-11-14,3733567,3240950,846198,4.41,15.2
CVBF,2025-10-31,3240950,3422743,833772,3.89,-5.31
CVBF,2025-10-15,3422743,3485358,631591,5.42,-1.8
CVBF,2022-03-31,4128877,3660510,1476782,2.8,12.8
CVBF,2025-09-30,3485358,4398517,719844,4.84,-20.76
CVBF,2022-05-31,4552726,4141243,879048,5.18,9.94
CVBF,2022-04-14,3641475,4128877,1020467,3.57,-11.8
CVBF,2022-11-15,3658529,3889320,568659,6.43,-5.93
CVBF,2022-08-15,4503650,4679913,517838,8.7,-3.77
CVBF,2022-09-15,4251539,4174119,539621,7.88,1.85
CVBF,2022-08-31,4174119,4503650,512902,8.14,-7.32
CVBF,2022-10-14,4088414,4059601,596340,6.86,0.71
CVBF,2022-06-15,5540867,4552726,851880,6.5,21.7
CVBF,2022-03-15,3660510,3985649,955897,3.83,-8.16
CVBF,2022-09-30,4059601,4251539,742665,5.47,-4.51
CVBF,2022-04-29,3991492,3641475,1012061,3.94,9.61
CVBF,2022-07-15,5400948,6427715,817111,6.61,-15.97
CVBF,2022-06-30,6427715,5540867,1288668,4.99,16.01
CVBF,2022-05-13,4141243,3991492,796724,5.2,3.75
CVBF,2022-10-31,3889320,4088414,825436,4.71,-4.87
CVBF,2022-02-28,3985649,4305993,805324,4.95,-7.44
CVBF,2025-09-15,4398517,3324882,680258,6.47,32.29
CVBF,2025-08-15,3253201,3112871,685589,4.75,4.51
CVBF,2022-02-15,4305993,1696628,882056,4.88,153.8
CVBF,2025-08-29,3324882,3253201,549549,6.05,2.2
CVBF,2025-07-15,3033906,2970864,906736,3.35,2.12
CVBF,2022-07-29,4679913,5400948,743897,6.29,-13.35
CVBF,2025-07-31,3112871,3033906,911331,3.42,2.6
CVBF,2022-01-31,1696628,2168416,728680,2.33,-21.76
CVBF,2022-11-30,3351185,3658529,534663,6.27,-8.4
CVBF,2025-06-30,2970864,3374898,913505,3.25,-11.97
CVBF,2022-01-14,2168416,3132709,734496,2.95,-30.78
CVBF,2025-06-13,3374898,3560712,752898,4.48,-5.22
CVBF,2021-11-30,2041371,2312556,442986,4.61,-11.73
CVBF,2022-12-15,3839525,3351185,635157,6.05,14.57
CVBF,2021-11-15,2312556,2556129,472788,4.89,-9.53
CVBF,2025-05-30,3560712,3566356,604028,5.89,-0.16
CVBF,2025-05-15,3566356,3498795,489002,7.29,1.93
CVBF,2025-04-30,3498795,3549043,875752,4,-1.42
CVBF,2025-04-15,3549043,3370441,1050144,3.38,5.3
CVBF,2021-12-31,3132709,2951535,813213,3.85,6.14
CVBF,2021-12-15,2951535,2041371,822781,3.59,44.59
CVBF,2025-03-31,3370441,3002863,763006,4.42,12.24
CVBF,2021-06-15,2169292,2291008,313673,6.92,-5.31
CVBF,2025-03-14,3002863,2956413,890407,3.37,1.57
CVBF,2021-10-29,2556129,2406711,571790,4.47,6.21
CVBF,2023-01-31,3523970,3392463,665911,5.29,3.88
CVBF,2022-12-30,4755687,3839525,992527,4.79,23.86
CVBF,2021-07-15,2482808,1811602,510040,4.87,37.05
CVBF,2021-07-30,2956965,2482808,456968,6.47,19.1
CVBF,2021-10-15,2406711,2322822,453727,5.3,3.61
CVBF,2021-06-30,1811602,2169292,574246,3.15,-16.49
CVBF,2021-05-28,2291770,2436118,492318,4.66,-5.93
CVBF,2023-01-13,3392463,4755687,592890,5.72,-28.67
CVBF,2021-08-31,2948748,3239918,414484,7.11,-8.99
CVBF,2021-09-30,2322822,2650204,689869,3.37,-12.35
CVBF,2021-08-13,3239918,2956965,450473,7.19,9.57
CVBF,2025-02-14,3043778,3484800,588259,5.17,-12.66
CVBF,2025-02-28,2956413,3043778,658302,4.49,-2.87
CVBF,2023-02-15,3531124,3523970,594135,5.94,0.2
CVBF,2021-09-15,2650204,2948748,403087,6.57,-10.12
CVBF,2021-05-14,2436118,2659751,460877,5.29,-8.41
CVBF,2025-01-31,3484800,4467826,885302,3.94,-22
CVBF,2023-02-28,4688473,3531124,673224,6.96,32.78
CVBF,2023-03-31,7901893,5747233,1753367,4.51,37.49
CVBF,2023-03-15,5747233,4688473,1426891,4.03,22.58
CVBF,2024-11-29,4129041,4226119,752508,5.49,-2.3
CVBF,2023-04-14,8808682,7901893,1248919,7.05,11.48
CVBF,2025-01-15,4467826,6384294,814061,5.49,-30.02
CVBF,2021-04-30,2659751,2728367,300588,8.85,-2.51
CVBF,2024-12-13,4217205,4129041,751083,5.61,2.14
CVBF,2023-04-28,9217885,8808682,1562817,5.9,4.65
CVBF,2021-04-15,2728367,2717651,337642,8.08,0.39
CVBF,2023-05-15,9971941,9217885,2005616,4.97,8.18
CVBF,2024-12-31,6384294,4217205,1036148,6.16,51.39
CVBF,2024-10-15,3289127,4259067,762718,4.31,-22.77
CVBF,2024-11-15,4226119,3504211,885494,4.77,20.6
CVBF,2023-05-31,9684526,9971941,1461141,6.63,-2.88
CVBF,2024-09-30,4259067,4337663,919481,4.63,-1.81
CVBF,2021-03-31,2717651,2883996,626141,4.34,-5.77
CVBF,2024-10-31,3504211,3289127,646841,5.42,6.54
CVBF,2023-06-15,8460351,9684526,1563283,5.41,-12.64
CVBF,2021-03-15,2883996,2586720,512789,5.62,11.49
CVBF,2024-07-15,6159986,6287764,680701,9.05,-2.03
CVBF,2024-09-13,4337663,6499393,1010995,4.29,-33.26
CVBF,2024-08-15,6294055,6545683,829283,7.59,-3.84
CVBF,2024-07-31,6545683,6159986,1111977,5.89,6.26
CVBF,2024-08-30,6499393,6294055,703430,9.24,3.26
CVBF,2021-02-26,2586720,2910648,364686,7.09,-11.13
CVBF,2024-05-31,6369897,6524987,511604,12.45,-2.38
CVBF,2024-05-15,6524987,6652119,533096,12.24,-1.91
CVBF,2024-04-30,6652119,6363072,812112,8.19,4.54
CVBF,2023-06-30,9166680,8460351,1850800,4.95,8.35
CVBF,2024-04-15,6363072,6339759,678039,9.38,0.37
CVBF,2024-06-14,6331663,6369897,579235,10.93,-0.6
CVBF,2023-07-31,9111669,9404463,1840677,4.95,-3.11
CVBF,2024-06-28,6287764,6331663,951231,6.61,-0.69
CVBF,2024-03-15,6211656,6263901,1203445,5.16,-0.83
CVBF,2024-03-28,6339759,6211656,695246,9.12,2.06
CVBF,2023-10-13,7871132,7563532,968412,8.13,4.07
CVBF,2023-08-15,8637521,9111669,976158,8.85,-5.2
CVBF,2021-02-12,2910648,2895758,382898,7.6,0.51
CVBF,2023-08-31,8365341,8637521,716583,11.67,-3.15
CVBF,2024-02-15,6242930,6859211,1282198,4.87,-8.98
CVBF,2023-07-14,9404463,9166680,1311297,7.17,2.59
CVBF,2023-10-31,7955645,7871132,1336679,5.95,1.07
CVBF,2023-09-15,7973045,8365341,1109361,7.19,-4.69
CVBF,2024-02-29,6263901,6242930,754533,8.3,0.34
CVBF,2024-01-31,6859211,7456541,982355,6.98,-8.01
CVBF,2023-12-15,7180359,6879492,1368978,5.25,4.37
CVBF,2023-12-29,7420694,7180359,784074,9.46,3.35
CVBF,2024-01-12,7456541,7420694,623913,11.95,0.48
CVBF,2023-11-15,7784768,7955645,974085,7.99,-2.15
CVBF,2023-09-29,7563532,7973045,717368,10.54,-5.14
CVBF,2023-11-30,6879492,7784768,721172,9.54,-11.63
CVBF,2021-01-29,2895758,2970362,402994,7.19,-2.51
CVBF,2021-01-15,2970362,3076600,501460,5.92,-3.45
CVBF,2020-12-31,3076600,3212329,430261,7.15,-4.23
CVBF,2020-12-15,3212329,2980143,245066,13.11,7.79
CVBF,2020-11-30,2980143,3013176,315192,9.46,-1.1
CVBF,2020-11-13,3013176,3020385,407529,7.39,-0.24
CVBF,2020-10-15,3202906,3732469,321725,9.96,-14.19
CVBF,2020-10-30,3020385,3202906,273917,11.03,-5.7
CVBF,2020-09-30,3732469,4055326,682125,5.47,-7.96
CVBF,2020-09-15,4055326,4102026,370815,10.94,-1.14
CVBF,2020-08-31,4102026,4138501,281026,14.6,-0.88
CVBF,2020-08-14,4138501,4576453,374440,11.05,-9.57
CVBF,2020-07-31,4576453,5159027,496407,9.22,-11.29
CVBF,2020-07-15,5159027,5449510,585092,8.82,-5.33
CVBF,2020-06-30,5449510,5551535,970916,5.61,-1.84
CVBF,2020-06-15,5551535,5553050,674014,8.24,-0.03
CVBF,2020-05-29,5553050,5761747,510943,10.87,-3.62
CVBF,2020-05-15,5761747,5868800,620270,9.29,-1.82
CVBF,2020-04-15,6218517,6567452,883408,7.04,-5.31
CVBF,2020-04-30,5808534,6218517,670744,8.66,-6.59
CVBF,2020-03-31,6567452,4476232,1734426,3.79,46.72
CVBF,2020-03-13,4476232,4055145,944349,4.74,10.38
CVBF,2020-02-14,4052850,4244771,318733,12.72,-4.52
CVBF,2020-02-28,4055145,4052850,535485,7.57,0.06
CVBF,2020-01-31,4244771,4451506,466080,9.11,-4.64
CVBF,2019-11-29,4381318,4675810,414692,10.57,-6.3
CVBF,2019-08-30,4081957,3708782,516010,7.91,10.06
CVBF,2020-01-15,4451506,4513363,459717,9.68,-1.37
CVBF,2019-08-15,3708782,3572733,542997,6.83,3.81
CVBF,2019-07-15,3776151,3920735,544609,6.93,-3.69
CVBF,2019-12-31,4513363,4420591,590044,7.65,2.1
CVBF,2019-10-31,4862490,5256321,550378,8.83,-7.49
CVBF,2019-09-13,5064185,4081957,1021048,4.96,24.06
CVBF,2019-07-31,3572733,3776151,760019,4.7,-5.39
CVBF,2019-12-13,4420591,4381318,510927,8.65,0.9
CVBF,2019-10-15,5256321,6174896,540438,9.73,-14.88
CVBF,2019-06-28,3920735,3931571,908626,4.32,-0.28
CVBF,2019-11-15,4675810,4862490,428938,10.9,-3.84
CVBF,2019-09-30,6174896,5064185,1318608,4.68,21.93
CVBF,2019-06-14,3931571,3862830,354076,11.1,1.78
CVBF,2019-05-15,3704642,3629030,526537,7.04,2.08
CVBF,2019-05-31,3862830,3704642,375100,10.3,4.27
CVBF,2019-04-30,3629030,4064695,415530,8.73,-10.72
CVBF,2019-04-15,4064695,4315867,299031,13.59,-5.82
CVBF,2018-10-15,5285984,5173548,659352,8.02,2.17
CVBF,2019-03-15,4336044,4459250,485586,8.93,-2.76
CVBF,2019-02-15,4708881,4661190,362043,13.01,1.02
CVBF,2018-09-28,5173548,4824316,977293,5.29,7.24
CVBF,2019-02-28,4459250,4708881,396263,11.25,-5.3
CVBF,2019-03-29,4315867,4336044,441519,9.78,-0.47
CVBF,2018-10-31,5014821,5285984,906759,5.53,-5.13
CVBF,2019-01-15,4782008,4940408,478737,9.99,-3.21
CVBF,2019-01-31,4661190,4782008,627060,7.43,-2.53
CVBF,2018-11-15,5277431,5014821,539901,9.77,5.24
CVBF,2018-07-31,5616373,6142669,492152,11.41,-8.57
CVBF,2018-09-14,4824316,4908775,847042,5.7,-1.72
CVBF,2018-08-31,4908775,5118022,631360,7.77,-4.09
CVBF,2018-08-15,5118022,5616373,353140,14.49,-8.87
CVBF,2018-12-14,4995631,5484942,508145,9.83,-8.92
CVBF,2018-07-13,6142669,6256454,368579,16.67,-1.82
CVBF,2018-11-30,5484942,5277431,468991,11.7,3.93
CVBF,2018-12-31,4940408,4995631,648671,7.62,-1.11
CVBF,2018-02-28,5613866,5530367,358994,15.64,1.51
CVBF,2018-01-31,5962235,5748552,423892,14.07,3.72
CVBF,2018-01-12,5748552,5445169,367701,15.63,5.57
CVBF,2018-06-29,6256743,6789516,482441,12.97,-7.85
CVBF,2018-06-15,6789516,6632833,452856,14.99,2.36
CVBF,2018-02-15,5530367,5962235,360326,15.35,-7.24
CVBF,2018-05-15,6442340,6249639,311271,20.7,3.08
CVBF,2018-05-31,6632833,6442340,344503,19.25,2.96
CVBF,2017-12-29,5445169,7407726,311238,17.5,-26.49
CVBF,2018-03-15,6178636,5613866,358499,17.23,10.06
CVBF,2018-04-30,6249639,6706731,429769,14.54,-6.82
CVBF,2018-03-29,6243233,6178636,401659,15.54,1.05
CVBF,2018-04-13,6706731,6243233,355581,18.86,7.42
KURA,2026-07-15,13732567,15092162,1780779,7.71,-9.01
KURA,2026-06-30,15092162,14602804,1760214,8.57,3.35
KURA,2026-06-15,14602804,13592010,1990843,7.33,7.44
KURA,2026-05-29,13592010,15643393,2554793,5.32,-13.11
KURA,2026-05-15,15643393,15431271,1370276,11.42,1.37
KURA,2026-04-30,15431271,15008317,1314981,11.73,2.82
KURA,2026-04-15,15008317,14202891,1399679,10.72,5.67
KURA,2026-03-31,14202891,14375228,1293831,10.98,-1.2
KURA,2026-03-13,14375228,14584763,1784485,8.06,-1.44
KURA,2026-02-27,14584763,14045051,1385598,10.53,3.84
KURA,2026-02-13,14045051,13626588,1362871,10.31,3.07
KURA,2026-01-30,13626588,12311880,1367803,9.96,10.68
KURA,2026-01-15,12311880,11310507,1424946,8.64,8.85
KURA,2025-12-31,11310507,8223035,1786858,6.33,37.55
KURA,2025-11-28,7990490,8744761,1618510,4.94,-8.63
KURA,2025-12-15,8223035,7990490,1506450,5.46,2.91
KURA,2025-11-14,8744761,8675680,2609233,3.35,0.8
KURA,2025-10-31,8675680,10610088,1999973,4.34,-18.23
KURA,2025-10-15,10610088,10412057,1776646,5.97,1.9
KURA,2022-03-31,2910778,3408684,601866,4.84,-14.61
KURA,2025-09-30,10412057,10849204,1662154,6.26,-4.03
KURA,2022-05-31,4398938,4082575,561227,7.84,7.75
KURA,2022-04-14,2872863,2910778,434057,6.62,-1.3
KURA,2022-11-15,6982213,6287730,1500425,4.65,11.05
KURA,2022-08-15,7770365,6075419,942547,8.24,27.9
KURA,2022-09-15,8094583,8120637,791596,10.23,-0.32
KURA,2022-08-31,8120637,7770365,496233,16.36,4.51
KURA,2022-10-14,7201377,7455629,1122012,6.42,-3.41
KURA,2022-06-15,4847315,4398938,608117,7.97,10.19
KURA,2022-03-15,3408684,4035495,699488,4.87,-15.53
KURA,2022-09-30,7455629,8094583,1126327,6.62,-7.89
KURA,2022-04-29,3123548,2872863,510433,6.12,8.73
KURA,2022-07-15,5309877,4856733,848139,6.26,9.33
KURA,2022-06-30,4856733,4847315,929179,5.23,0.19
KURA,2022-05-13,4082575,3123548,753487,5.42,30.7
KURA,2022-10-31,6287730,7201377,950435,6.62,-12.69
KURA,2022-02-28,4035495,4758506,776270,5.2,-15.19
KURA,2025-09-15,10849204,8407325,1765339,6.15,29.04
KURA,2025-08-15,7996034,7906891,1871836,4.27,1.13
KURA,2022-02-15,4758506,3816403,1458991,3.26,24.69
KURA,2025-08-29,8407325,7996034,1962189,4.28,5.14
KURA,2025-07-15,8406094,7859540,1320681,6.36,6.95
KURA,2022-07-29,6075419,5309877,980709,6.19,14.42
KURA,2025-07-31,7906891,8406094,1255969,6.3,-5.94
KURA,2022-01-31,3816403,3304114,1178840,3.24,15.5
KURA,2022-11-30,7147969,6982213,610021,11.72,2.37
KURA,2025-06-30,7859540,7896747,1442584,5.45,-0.47
KURA,2022-01-14,3304114,3215252,554922,5.95,2.76
KURA,2025-06-13,7896747,8357660,1258725,6.27,-5.51
KURA,2021-11-30,3482283,3756788,1239990,2.81,-7.31
KURA,2022-12-15,6329191,7147969,1400711,4.52,-11.45
KURA,2021-11-15,3756788,6350685,625063,6.01,-40.84
KURA,2025-05-30,8357660,7952707,1212337,6.89,5.09
KURA,2025-05-15,7952707,8283602,1189651,6.68,-3.99
KURA,2025-04-30,8283602,8677940,991399,8.36,-4.54
KURA,2025-04-15,8677940,8802791,1920854,4.52,-1.42
KURA,2021-12-31,3215252,3538494,539659,5.96,-9.14
KURA,2021-12-15,3538494,3482283,686020,5.16,1.61
KURA,2025-03-31,8802791,9022023,987710,8.91,-2.43
KURA,2021-06-15,8557628,8420111,611057,14,1.63
KURA,2025-03-14,9022023,9211838,1349790,6.68,-2.06
KURA,2021-10-29,6350685,6478699,397107,15.99,-1.98
KURA,2023-01-31,6663259,6324083,780788,8.53,5.36
KURA,2022-12-30,6476024,6329191,912261,7.1,2.32
KURA,2021-07-15,8051694,8518927,563429,14.29,-5.48
KURA,2021-07-30,8229554,8051694,504738,16.3,2.21
KURA,2021-10-15,6478699,7038407,331615,19.54,-7.95
KURA,2021-06-30,8518927,8557628,953642,8.93,-0.45
KURA,2021-05-28,8422737,9488638,881808,9.55,-11.23
KURA,2023-01-13,6324083,6476024,730095,8.66,-2.35
KURA,2021-08-31,9171365,8670845,942637,9.73,5.77
KURA,2021-09-30,7038407,7159534,434592,16.2,-1.69
KURA,2021-08-13,8670845,8229554,514315,16.86,5.36
KURA,2025-02-14,9249137,8075542,2353858,3.93,14.53
KURA,2025-02-28,9211838,9249137,1030884,8.94,-0.4
KURA,2023-02-15,6729844,6663259,470762,14.3,1
KURA,2021-09-15,7159534,9171365,636734,11.24,-21.94
KURA,2021-05-14,9488638,9384077,462073,20.53,1.11
KURA,2025-01-31,8075542,8139947,1461077,5.53,-0.79
KURA,2023-02-28,7092575,6729792,778637,9.11,5.39
KURA,2023-03-31,8204547,7098705,661376,12.41,15.58
KURA,2023-03-15,7098705,7092575,574342,12.36,0.09
KURA,2024-11-29,7310547,11034861,4385877,1.67,-33.75
KURA,2023-04-14,7894698,8204547,429019,18.4,-3.78
KURA,2025-01-15,8139947,10435685,1466791,5.55,-22
KURA,2021-04-30,9384077,8799991,571596,16.42,6.64
KURA,2024-12-13,8888988,7310547,1559255,5.7,21.59
KURA,2023-04-28,7882376,7894698,695650,11.33,-0.16
KURA,2021-04-15,8799991,9150603,478976,18.37,-3.83
KURA,2023-05-15,7847025,7882376,501717,15.64,-0.45
KURA,2024-12-31,10435685,8888988,1981196,5.27,17.4
KURA,2024-10-15,9292585,10189166,533262,17.43,-8.8
KURA,2024-11-15,11034861,10801665,893474,12.35,2.16
KURA,2023-05-31,6139006,7847025,795731,7.71,-21.77
KURA,2024-09-30,10189166,10754263,477216,21.35,-5.25
KURA,2021-03-31,9150603,9103888,644840,14.19,0.51
KURA,2024-10-31,10801665,9292585,611676,17.66,16.24
KURA,2023-06-15,7435532,6139006,1273075,5.84,21.12
KURA,2021-03-15,9103888,7102453,835427,10.9,28.18
KURA,2024-07-15,8896305,8741113,569656,15.62,1.78
KURA,2024-09-13,10754263,10804180,445290,24.15,-0.46
KURA,2024-08-15,10397206,9264328,822822,12.64,12.23
KURA,2024-07-31,9264328,8896305,751488,12.33,4.14
KURA,2024-08-30,10804180,10397206,347400,31.1,3.91
KURA,2021-02-26,7102453,6072765,925043,7.68,16.96
KURA,2024-05-31,9884074,10310100,609046,16.23,-4.13
KURA,2024-05-15,10310100,10348903,594182,17.35,-0.37
KURA,2024-04-30,10348903,10118363,987273,10.48,2.28
KURA,2023-06-30,6227176,7435532,1420739,4.38,-16.25
KURA,2024-04-15,10118363,10407608,654388,15.46,-2.78
KURA,2024-06-14,9843376,9884074,593263,16.59,-0.41
KURA,2023-07-31,6051609,6307743,585062,10.34,-4.06
KURA,2024-06-28,8741113,9843376,1106144,7.9,-11.2
KURA,2024-03-15,10303199,11016130,1239297,8.31,-6.47
KURA,2024-03-28,10407608,10303199,836580,12.44,1.01
KURA,2023-10-13,7285292,6998424,704413,10.34,4.1
KURA,2023-08-15,6225351,6051609,505861,12.31,2.87
KURA,2021-02-12,6072765,5328446,507549,11.96,13.97
KURA,2023-08-31,6144807,6225351,391304,15.7,-1.29
KURA,2024-02-15,10510922,9368225,872834,12.04,12.2
KURA,2023-07-14,6307743,6227176,833052,7.57,1.29
KURA,2023-10-31,10103573,7285292,1043710,9.68,38.68
KURA,2023-09-15,6367868,6144807,646162,9.85,3.63
KURA,2024-02-29,11016130,10510922,926329,11.89,4.81
KURA,2024-01-31,9368225,9371253,3322281,2.82,-0.03
KURA,2023-12-15,11009502,11080266,1643666,6.7,-0.64
KURA,2023-12-29,9264529,11009502,1005128,9.22,-15.85
KURA,2024-01-12,9371253,9264529,1094324,8.56,1.15
KURA,2023-11-15,10871689,10103573,1202790,9.04,7.6
KURA,2023-09-29,6998424,6367868,467890,14.96,9.9
KURA,2023-11-30,11080266,10871689,309859,35.76,1.92
KURA,2021-01-29,5328446,5615736,551669,9.66,-5.12
KURA,2021-01-15,5615736,5870747,600632,9.35,-4.34
KURA,2020-12-31,5870747,5070611,853010,6.88,15.78
KURA,2020-12-15,5070611,4682022,1331843,3.81,8.3
KURA,2020-11-30,4682022,4333492,545602,8.58,8.04
KURA,2020-11-13,4333492,3435413,896733,4.83,26.14
KURA,2020-10-15,3165356,2995681,545882,5.8,5.66
KURA,2020-10-30,3435413,3165356,511610,6.71,8.53
KURA,2020-09-30,2995681,3872813,561754,5.33,-22.65
KURA,2020-09-15,3872813,4075108,857492,4.52,-4.96
KURA,2020-08-31,4075108,3954822,603554,6.75,3.04
KURA,2020-08-14,3954822,4014160,566931,6.98,-1.48
KURA,2020-07-31,4014160,4068965,321957,12.47,-1.35
KURA,2020-07-15,4068965,3813570,275728,14.76,6.7
KURA,2020-06-30,3813570,2834403,898464,4.24,34.55
KURA,2020-06-15,2834403,2756856,427773,6.63,2.81
KURA,2020-05-29,2756856,2803597,568155,4.85,-1.67
KURA,2020-05-15,2803597,2728572,839233,3.34,2.75
KURA,2020-04-15,2528627,2852749,402893,6.28,-11.36
KURA,2020-04-30,2728473,2528627,1105937,2.47,7.9
KURA,2020-03-31,2852749,2904884,365471,7.81,-1.79
KURA,2020-03-13,2904884,2801757,356514,8.15,3.68
KURA,2020-02-14,2732228,2695713,160119,17.06,1.35
KURA,2020-02-28,2801757,2732228,281626,9.95,2.54
KURA,2020-01-31,2695713,2526172,302725,8.9,6.71
KURA,2019-11-29,2421520,2515347,210365,11.51,-3.73
KURA,2019-08-30,2350743,2333336,187835,12.51,0.75
KURA,2020-01-15,2526172,2002531,259687,9.73,26.15
KURA,2019-08-15,2333336,2318864,213019,10.95,0.62
KURA,2019-07-15,2209496,2162394,372359,5.93,2.18
KURA,2019-12-31,2002531,2235735,323433,6.19,-10.43
KURA,2019-10-31,2450050,2461538,165559,14.8,-0.47
KURA,2019-09-13,2332177,2350743,226217,10.31,-0.79
KURA,2019-07-31,2318864,2209496,412637,5.62,4.95
KURA,2019-12-13,2235735,2421520,322190,6.94,-7.67
KURA,2019-10-15,2461538,2626462,269221,9.14,-6.28
KURA,2019-06-28,2162394,2110178,688377,3.14,2.47
KURA,2019-11-15,2515347,2450050,300012,8.38,2.67
KURA,2019-09-30,2626462,2332177,351647,7.47,12.62
KURA,2019-06-14,2110178,2160786,353236,5.97,-2.34
KURA,2019-05-15,2021914,2248484,194842,10.38,-10.08
KURA,2019-05-31,2154002,2021914,200814,10.73,6.53
KURA,2019-04-30,2248484,2259586,169930,13.23,-0.49
KURA,2019-04-15,2259586,2245030,157575,14.34,0.65
KURA,2018-10-15,2397587,2383407,187653,12.78,0.59
KURA,2019-03-15,2356118,2667644,198747,11.85,-11.68
KURA,2019-02-15,2794442,2898057,224369,12.45,-3.58
KURA,2018-09-28,2383407,2047776,219416,10.86,16.39
KURA,2019-02-28,2667644,2794442,198892,13.41,-4.54
KURA,2019-03-29,2245030,2356118,135711,16.54,-4.71
KURA,2018-10-31,2104972,2397587,495050,4.25,-12.2
KURA,2019-01-15,2631102,2588896,251868,10.45,1.63
KURA,2019-01-31,2898057,2631102,236373,12.26,10.15
KURA,2018-11-15,2049254,2104972,244045,8.4,-2.65
KURA,2018-07-31,2291303,2330041,181769,12.61,-1.66
KURA,2018-09-14,2047776,2351143,225686,9.07,-12.9
KURA,2018-08-31,2351143,2460465,221719,10.6,-4.44
KURA,2018-08-15,2460465,2291303,225724,10.9,7.38
KURA,2018-12-14,2229331,2129336,228907,9.74,4.7
KURA,2018-07-13,2330041,2263151,329157,7.08,2.96
KURA,2018-11-30,2129336,2049254,155226,13.72,3.91
KURA,2018-12-31,2588896,2229331,319263,8.11,16.13
KURA,2018-02-28,1287009,2011384,477137,2.7,-36.01
KURA,2018-01-31,1863589,2290673,562970,3.31,-18.64
KURA,2018-01-12,2290673,2370855,170102,13.47,-3.38
KURA,2018-06-29,2263151,1912405,469935,4.82,18.34
KURA,2018-06-15,1912405,1924930,303019,6.31,-0.65
KURA,2018-02-15,2011384,1863589,308881,6.51,7.93
KURA,2018-05-15,2090357,2054791,218915,9.55,1.73
